[06-08 13:35:08]create bugbear74  pos = 347965 72432, angle = 145, rTime = 10800
[06-12 07:11:34]Create monster 461 pos =165489 70120, angle =145, rTime =60
[06-12 07:11:34]Create monster 461 pos =167196 72717, angle =145, rTime =60
[06-12 07:11:34]Create monster 461 pos =165311 75075, angle =145, rTime =60
[06-12 07:11:34]Create monster 461 pos =158038 74513, angle =145, rTime =60
[06-12 07:11:34]Create monster 461 pos =156958 72592, angle =145, rTime =60
[06-12 07:11:34]Create monster 461 pos =178038 74513, angle =145, rTime =60
[06-12 07:11:34]Create monster 461 pos =168038 74513, angle =145, rTime =60
[06-12 07:11:34]Create monster 461 pos =239969 282488, angle =145, rTime =60
[06-12 07:11:34]Create monster 461 pos =227004 289882, angle =145, rTime =60
[06-12 07:11:34]Create monster 461 pos =234787 287226, angle =145, rTime =60
[06-12 07:11:34]Create monster 461 pos =239449 282396, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =323473 325918, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =324225 309189, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =330438 308026, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =334589 307924, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =341782 305437, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =346392 308647, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =350346 314279, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =348838 318237, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =348832 323516, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =345991 331423, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =336230 332635, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =332396 333288, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =347721 70075, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =349027 69694, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =354114 68642, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =357425 70035, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =362079 70350, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =363164 76322, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =363729 81778, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =362258 84628, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =360299 85949, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =355451 88482, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =351784 86410, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =346865 86679, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =345071 78975, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =345585 73888, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =218150 106241, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =214690 106006, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =218058 105918, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =220865 105583, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =224330 105822, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =228563 106311, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =232090 107658, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =231718 117815, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =227819 119594, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =225522 123241, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =220744 119776, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =216354 119003, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =212862 116190, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =212072 110958, angle =145, rTime =60
[06-12 07:11:34]Create monster 462 pos =213470 106848, angle =145, rTime =60
[06-12 07:11:34]Create monster 460 pos =34561 97916, angle =145, rTime =60
[06-12 07:11:34]Create monster 460 pos =95420 94413, angle =145, rTime =60
[06-12 07:11:34]Create monster 460 pos =76671 95670, angle =145, rTime =60
[06-12 07:11:34]Create monster 460 pos =65404 88066, angle =145, rTime =60
[06-12 07:11:34]Create monster 460 pos =53678 97941, angle =145, rTime =60
[06-12 07:11:34]Create monster 460 pos =50585 104424, angle =145, rTime =60
[06-12 07:11:34]Create monster 460 pos =41810 107347, angle =145, rTime =60
[06-12 07:11:34]Create monster 460 pos =28750 104669, angle =145, rTime =60
[06-12 07:11:34]Create monster 460 pos =33861 97283, angle =145, rTime =60
[06-12 07:11:34]Create monster 213 pos =225864 251033, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =205050 251080, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =203312 250354, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =204759 251851, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =205831 251676, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =208606 250798, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =207927 252506, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =209658 251798, angle =145, rTime =15
[06-12 07:11:34]Create monster 229 pos =204821 251418, angle =145, rTime =300
[06-12 07:11:34]Create monster 213 pos =211473 251351, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =211310 252161, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =212918 251404, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =213929 252287, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =216394 251545, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =218024 251127, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =219158 250744, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =220159 252691, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =222188 251344, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =223661 251161, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =227563 250227, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =228770 250926, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =227459 251542, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =228548 252462, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =228597 254121, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =229744 254734, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =228705 255530, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =229225 256425, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =229680 257153, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =229043 257896, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =229620 258516, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =200695 280442, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =199184 280074, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =199845 281062, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =201166 281081, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =202337 280246, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =203821 280910, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =204981 280480, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =206654 281243, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =207805 280515, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =208739 281498, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =210049 280724, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =211480 280532, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =212538 280688, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =214281 280829, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =198970 283800, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =198440 282987, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =197282 298295, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =198636 296405, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =197732 294519, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =198718 292058, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =198473 290338, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =199398 286911, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =199335 284389, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =199312 284114, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =199268 282834, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =198226 283791, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =198238 284358, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =193238 298343, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =196755 300195, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =179022 297961, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =178936 299411, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =180143 298850, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =181243 297744, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =188928 299802, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =188117 298891, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =185318 298410, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =185378 299753, angle =145, rTime =15
[06-12 07:11:34]Create monster 213 pos =182127 298869, angle =145, rTime =15
[06-12 07:11:34]Create monster 214 pos =179595 298734, angle =145, rTime =15
[06-12 07:11:34]Create monster 214 pos =181329 298609, angle =145, rTime =15
[06-12 07:11:34]Create monster 214 pos =184161 298441, angle =145, rTime =15
[06-12 07:11:34]Create monster 214 pos =184701 299448, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =170746 296787, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =172428 295979, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =174948 297275, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =177720 298777, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =187260 299964, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =191269 298418, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =195983 298360, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =194257 298507, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =192827 299454, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =186803 298111, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =176739 297157, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =172937 297423, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =171205 298115, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =173690 295599, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =190189 298400, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =192992 298481, angle =145, rTime =15
[06-12 07:11:34]Create monster 31 pos =173429 312857, angle =250, rTime =15
[06-12 07:11:34]Create monster 39 pos =170572 298335, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =169660 299179, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =170901 299846, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =171298 301726, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =172385 303425, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =173105 305189, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =172310 306820, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =173330 308645, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =172405 310547, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =174139 311606, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =173021 313140, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =173732 315335, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =172863 317240, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =173666 319217, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =172261 321305, angle =145, rTime =15
[06-12 07:11:34]Create monster 31 pos =172102 304995, angle =250, rTime =15
[06-12 07:11:34]Create monster 31 pos =172188 306108, angle =250, rTime =15
[06-12 07:11:34]Create monster 31 pos =173355 305852, angle =250, rTime =15
[06-12 07:11:34]Create monster 31 pos =172268 307568, angle =250, rTime =15
[06-12 07:11:34]Create monster 31 pos =172252 309007, angle =250, rTime =15
[06-12 07:11:34]Create monster 31 pos =173489 310008, angle =250, rTime =15
[06-12 07:11:34]Create monster 31 pos =173745 310948, angle =250, rTime =15
[06-12 07:11:34]Create monster 31 pos =172728 312332, angle =250, rTime =15
[06-12 07:11:34]Create monster 70 pos =144242 322393, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =152199 323658, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =150284 324323, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =151203 322689, angle =145, rTime =15
[06-12 07:11:34]Create monster 292 pos =149518 323234, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =147984 323191, angle =145, rTime =15
[06-12 07:11:34]Create monster 292 pos =127187 321586, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =128002 323209, angle =145, rTime =15
[06-12 07:11:34]Create monster 214 pos =129022 322921, angle =145, rTime =15
[06-12 07:11:34]Create monster 214 pos =139437 323930, angle =145, rTime =15
[06-12 07:11:34]Create monster 214 pos =141589 323902, angle =145, rTime =15
[06-12 07:11:34]Create monster 292 pos =146370 323163, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =148666 321475, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =144861 322029, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =140102 321263, angle =145, rTime =15
[06-12 07:11:34]Create monster 292 pos =136730 323122, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =137155 321775, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =139931 322629, angle =145, rTime =15
[06-12 07:11:34]Create monster 292 pos =142440 322010, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =166147 322303, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =159272 322672, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =160844 323213, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =160232 322981, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =166726 323074, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =163800 323150, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =162522 323337, angle =145, rTime =15
[06-12 07:11:34]Create monster 292 pos =165368 322664, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =161837 322374, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =163872 322038, angle =145, rTime =15
[06-12 07:11:34]Create monster 292 pos =166313 321367, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =96120 316987, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =126228 322539, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =124343 321800, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =122358 321226, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =120218 320685, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =117991 320682, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =115488 320374, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =112858 320727, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =110709 320805, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =108653 320490, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =105979 320371, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =103779 319654, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =101654 319237, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =98959 319194, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =96163 318194, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =94739 316861, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =94588 315298, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =91494 314468, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =90358 313047, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =88967 311439, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =87538 309292, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =88063 307752, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =87960 303960, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =86077 302644, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =83424 303753, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =82085 306875, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =80173 309377, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =77724 310949, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =75214 312739, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =72296 313387, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =69336 313973, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =66546 313801, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =64865 311971, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =62355 312188, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =60688 311477, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =57913 311025, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =55238 310766, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =53268 309294, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =52485 307664, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =52674 305376, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =52831 302747, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =51485 300594, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =50853 298323, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =50725 296244, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =50633 294393, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =48698 281559, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =47044 281099, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =43971 281271, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =41293 280498, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =38081 281062, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =36009 280710, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =32496 280663, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =30151 281446, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =27659 281515, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =26297 279355, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =26265 277767, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =25825 275645, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =26151 272907, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =25893 270564, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =26330 267630, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =26633 264550, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =26616 261105, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =25734 258168, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =26979 256059, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =26101 254019, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =26733 252349, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =25666 250152, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =26367 248301, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =25513 246636, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =26208 244410, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =25150 241360, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =25516 239055, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =25760 237247, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =25389 234753, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =26084 232415, angle =145, rTime =15
[06-12 07:11:34]Create monster 69 pos =26614 229699, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =25614 230971, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =26888 233451, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =26639 235838, angle =145, rTime =15
[06-12 07:11:34]Create monster 31 pos =26351 238349, angle =145, rTime =15
[06-12 07:11:34]Create monster 31 pos =26372 239867, angle =145, rTime =15
[06-12 07:11:34]Create monster 31 pos =26604 241630, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =24980 243384, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =25168 245570, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =27296 247358, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =26902 249500, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =25742 252266, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =25942 255099, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =27000 259463, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =25797 260284, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =26666 263215, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =26381 266431, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =27086 269191, angle =145, rTime =15
[06-12 07:11:34]Create monster 31 pos =26937 271322, angle =145, rTime =15
[06-12 07:11:34]Create monster 31 pos =26876 274292, angle =145, rTime =15
[06-12 07:11:34]Create monster 31 pos =25632 274240, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =26825 276853, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =27044 278531, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =27976 280381, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =31215 280052, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =34416 280399, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =37335 280421, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =39658 280178, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =43628 280102, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =45833 280292, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =48332 280690, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =51511 295320, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =51313 297292, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =51877 299499, angle =145, rTime =15
[06-12 07:11:34]Create monster 31 pos =52699 301515, angle =145, rTime =15
[06-12 07:11:34]Create monster 31 pos =54228 304381, angle =145, rTime =15
[06-12 07:11:34]Create monster 31 pos =53333 306764, angle =145, rTime =15
[06-12 07:11:34]Create monster 31 pos =54940 306599, angle =145, rTime =15
[06-12 07:11:34]Create monster 31 pos =54899 308191, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =54628 309871, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =57016 309858, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =59601 310363, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =61993 311018, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =64125 311225, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =66741 312215, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =68158 313110, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =70442 312641, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =72606 312128, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =75261 311485, angle =145, rTime =15
[06-12 07:11:34]Create monster 31 pos =76235 310275, angle =145, rTime =15
[06-12 07:11:34]Create monster 31 pos =78155 309212, angle =145, rTime =15
[06-12 07:11:34]Create monster 31 pos =82537 305334, angle =145, rTime =15
[06-12 07:11:34]Create monster 31 pos =80724 307506, angle =145, rTime =15
[06-12 07:11:34]Create monster 31 pos =82937 302699, angle =145, rTime =15
[06-12 07:11:34]Create monster 31 pos =84862 302627, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =84040 301685, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =88266 305186, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =88682 308761, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =89556 309998, angle =145, rTime =15
[06-12 07:11:34]Create monster 70 pos =90712 311576, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =91622 312999, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =93281 313873, angle =145, rTime =15
[06-12 07:11:34]Create monster 39 pos =96126 315976, angle =145, rTime =15
[06-12 07:11:34]Create monster 243 pos =171808 268622, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =168262 265894, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =171193 265887, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =169771 265716, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =168213 267803, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =168068 268734, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =167591 271288, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =167401 273117, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =167816 274257, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =168637 271358, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =168434 270128, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =170961 268495, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =170976 269970, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =170880 272292, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =169396 273402, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =172473 272727, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =174801 272590, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =174278 271052, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =172433 270693, angle =145, rTime =30
[06-12 07:11:34]Create monster 88 pos =173641 267450, angle =145, rTime =30
[06-12 07:11:34]Create monster 243 pos =173216 267510, angle =145, rTime =30
[06-12 07:11:34]Create monster 243 pos =172164 267815, angle =145, rTime =30
[06-12 07:11:34]Create monster 243 pos =171316 270433, angle =145, rTime =30
[06-12 07:11:34]Create monster 243 pos =171947 270888, angle =145, rTime =30
[06-12 07:11:34]Create monster 243 pos =173850 272533, angle =145, rTime =30
[06-12 07:11:34]Create monster 243 pos =174733 271952, angle =145, rTime =30
